movieCd,movieNm,showTm,nationNm,genres_1,directorNm,actor1_Nm,dist_companyNm,view,openMonth,is_adult
20168366,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,68.0,3,12,다라 오코넬,엄상현,와이드 릴리즈(주),61100,01,0.0
20175522,카3: 새로운 도전,108.0,2,12,브라이언 피,아미 해머,월트디즈니컴퍼니코리아 유한책임회사,487916,07,0.0
20156562,루시드 드림,101.0,1,3,김준성,고수,(주)넥스트엔터테인먼트월드(NEW),102170,02,0.0
20168595,시칠리아 햇빛아래,98.0,3,7,린 유쉰,이준기,(주)드림팩트엔터테인먼트,2154,06,0.0
20166422,커피 메이트,110.0,1,7,이현하,윤진서,(주)스톰픽쳐스코리아,6459,03,1.0
20175122,파리의 밤이 열리면,96.0,3,5,에두아르 바에르,오드리 토투,찬란,5877,06,0.0
20173661,좋아하게 되는 그 순간을 ~고백실행위원회~,63.0,3,12,야나기자와 테츠야,아사쿠라 모모,(주)디스테이션,6951,06,0.0
20175821,언더더씨,71.0,2,12,에반 트라멜,김경희,(주)팝엔터테인먼트,49958,06,0.0
20174644,길,86.0,1,1,정인봉,김혜자,(주)더블앤조이픽쳐스,17588,05,0.0
20166967,트랜스포머: 최후의 기사,150.0,2,2,마이클 베이,마크 월버그,롯데쇼핑㈜롯데엔터테인먼트,2614601,06,0.0
20177223,청춘 합창단 - 또 하나의 꿈,78.0,1,10,이혁종,김태원,와이드 릴리즈(주),7269,06,0.0
20174741,안티포르노,75.0,3,1,소노 시온,토미테 아미,홀리가든,1940,06,1.0
20166488,미이라,110.0,2,2,알렉스 커츠먼,톰 크루즈,유니버설픽쳐스인터내셔널 코리아(유),3689325,06,0.0
20150753,눈발,91.0,1,1,조재민,진영,(주)리틀빅픽쳐스,13875,03,0.0
20176141,베이블레이드 버스트 갓 : 갓 발키리의 탄생,78.0,3,12,야마구치 켄타로,김현지,(주)씨제이이엔엠,109358,06,0.0
20168261,원더 우먼,140.0,2,2,팻티 젠킨스,갤 가돗,워너브러더스 코리아(주),2165401,05,0.0
20170982,캐리비안의 해적: 죽은 자는 말이 없다,128.0,2,2,에스펜 샌버그,조니 뎁,월트디즈니컴퍼니코리아 유한책임회사,3049894,05,0.0
20174841,인카네이트,86.0,2,3,브래드 페이튼,아론 에크하트,판씨네마(주),18028,05,0.0
20175204,아메리칸 패스토럴,108.0,2,1,이완 맥그리거,이완 맥그리거,(주)드림팩트엔터테인먼트,2413,05,0.0
20173923,바람에 젖은 여자,78.0,3,5,시오타 아키히코,나가오카 타스쿠,(주)오렌지옐로우하임,2604,05,1.0
20101178,루팡 3세: 칼리오스트로의 성,99.0,3,12,미야자키 하야오,야마다 야스오,(주)에이원엔터테인먼트,1729,05,0.0
20173721,키즈모노가타리 III : 냉혈편,83.0,3,12,신보 아키유키,카미야 히로시,(주)박수엔터테인먼트,11302,05,0.0
20172522,정글북,62.0,3,12,타파스 차크라바르티,지미 히버트,(주)팝엔터테인먼트,9891,05,0.0
20164062,이터너티,114.0,3,7,트란 안 홍,멜라니 로랑,(주)라이크콘텐츠,4647,05,0.0
20175263,부니베어: 브램블의 신비한 모험,90.0,3,12,정량,박상훈,예지림엔터테인먼트,9544,05,0.0
20174701,뮤지엄,131.0,3,11,오오토모 케이시,오구리 슌,주식회사 더쿱,2056,05,1.0
20174721,로스트 인 파리,82.0,3,7,도미니크 아벨,피오나 고든,그린나래미디어(주),28685,05,0.0
20172122,내 아내와 결혼해 주세요,114.0,3,7,미야케 요시시게,오다 유지,(주)스마일이엔티,2676,05,0.0
20173961,킹 아서: 제왕의 검,126.0,2,2,가이 리치,찰리 허냄,워너브러더스 코리아(주),415714,05,0.0
20175262,겟 아웃,103.0,2,8,조던 필,다니엘 칼루야,유니버설픽쳐스인터내셔널 코리아(유),2141199,05,0.0
20173881,런던 프라이드,120.0,3,5,매튜 워처스,빌 나이,(주)영화사 진진,13288,04,0.0
20172307,쿵푸 요가,107.0,3,2,당계례,성룡,브릿지웍스 엔터테인먼트(주),12048,03,0.0
20174501,오즈의 마법사 2,87.0,3,12,알버토 마르,마이키 볼트,㈜코리아스크린,18535,05,0.0
20170221,골드,120.0,2,1,스티븐 개건,매튜 매커너히,CGV아트하우스,25659,03,0.0
20170921,세일즈맨,123.0,3,1,아쉬가르 파라디,샤하브 호세이니,찬란,11363,05,0.0
20175102,간츠: 오,95.0,3,12,사토 케이이치,오노 다이스케,(주)미디어캐슬,1642,05,1.0
20179382,에이리언: 커버넌트,121.0,3,3,리들리 스콧,마이클 패스벤더,이십세기폭스코리아(주),1307226,05,0.0
20174261,극장판 마이 리틀 포니 : 이퀘스트리아 걸스,73.0,2,12,제이슨 티에슨,타라 스트롱,(주)팝엔터테인먼트,9701,05,0.0
20163603,가디언즈 오브 갤럭시 VOL. 2,135.0,2,2,제임스 건,크리스 프랫,월트디즈니컴퍼니코리아 유한책임회사,2736060,05,0.0
20174023,극장판 어드벤처 타임: 비밀의 아일랜드,86.0,2,12,엘리자베스 이토,이지현,(주)팝엔터테인먼트,19986,04,0.0
20161665,스머프: 비밀의 숲,89.0,2,12,캘리 애스버리,데미 로바토,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,427764,04,0.0
20162871,특별시민,130.0,1,1,박인제,최민식,(주)쇼박스,1362634,04,0.0
20172863,원스텝,88.0,1,1,전재홍,박산다라,(주)드림팩트엔터테인먼트,1662,04,0.0
20173929,다이노 어드벤처: 먹이사슬의 제왕,53.0,3,12,나이젤 패터슨,존 허트,(주)박수엔터테인먼트,2168,04,0.0
20175142,극장판 쿠로코의 농구 라스트 게임,91.0,3,12,타다 슌스케,오노 켄쇼,(주)박수엔터테인먼트,63594,04,0.0
20161923,시간위의 집,99.0,1,3,임대웅,김윤진,(주)리틀빅픽쳐스,128975,04,0.0
20174164,지렁이,102.0,1,1,윤학렬,김정균,투썸업픽쳐스,1921,04,1.0
20175461,암살교실: 졸업편,117.0,3,2,하스미 에이이치로,야마다 료스케,(주)에이원엔터테인먼트,6491,04,0.0
20179662,파워레인져스: 더 비기닝,124.0,2,2,딘 이스라엘리트,데이커 몽고메리,(주)넥스트엔터테인먼트월드(NEW),73875,04,0.0
20172125,파운더,115.0,2,1,존 리 행콕,마이클 키튼,CGV아트하우스,34788,04,0.0
20173121,콜로설,109.0,3,2,나초 비갈론도,앤 해서웨이,(주)드림팩트엔터테인먼트,14687,04,0.0
20170342,아버지와 이토씨,120.0,3,1,타나다 유키,우에노 주리,와이드 릴리즈(주),6045,04,0.0
20170383,모놀리스,84.0,3,1,이반 실베스트리니,카트리나 보우든,이언픽쳐스,1738,04,0.0
20165843,"나의 사랑, 그리스",114.0,3,1,크리스토퍼 파파칼리아티스,J.K. 시몬스,(주)팝엔터테인먼트,30241,04,0.0
20174163,공각기동대 신극장판,99.0,3,12,노무라 카즈야,사카모토 마아야,(주)레인메이커필름,1376,04,0.0
20173690,흑집사 -북 오브 더 아틀란틱-,100.0,3,12,아베 노리유키,오노 다이스케,(주)박수엔터테인먼트,38320,04,0.0
20170741,지니어스,103.0,2,1,마이클 그랜다지,콜린 퍼스,(주)라이크콘텐츠,27224,04,0.0
20173181,십계: 구원의 길,121.0,3,1,알렉상드르 아반치니,길례르미 윈터,(주)키다리이엔티,15974,04,0.0
20173601,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,63.0,2,12,제이미 미첼,아리엘 윈터,월트디즈니컴퍼니코리아 유한책임회사,45484,04,0.0
20171384,패트와 매트: 뚝딱뚝딱 대소동,83.0,3,12,마렉 베네슈,키스 프린스,(주)팝엔터테인먼트,7383,03,0.0
20172601,만담강호,73.0,1,12,오인용,정지혁,㈜인디스토리,1211,03,1.0
20168083,로즈,108.0,3,7,짐 쉐리단,루니 마라,(주)박수엔터테인먼트,14955,04,0.0
20171781,패트리어트 데이,133.0,2,1,피터 버그,마크 월버그,(주)이수C&E,74827,04,0.0
20158044,어느 독재자,120.0,3,1,모흐센 마흐말바프,미하일 고미아쉬빌리,주식회사 디에스이이디,2237,04,0.0
20162607,슈퍼 버드,80.0,3,12,리카르도 아나이즈,에드워드 제임스 올모스,와이드 릴리즈(주),25964,04,0.0
20173444,링스,102.0,2,8,하비에르 구티에레즈,빈센트 도노프리오,(주)다자인소프트,16336,04,0.0
20168592,랜드 오브 마인,100.0,3,1,마틴 잔드블리엣,미켈 보엘 폴스라르,(주)싸이더스,13149,04,0.0
20172821,개에게 처음 이름을 지어준 날,107.0,3,1,야마다 아카네,코바야시 사토미,(주)퍼스트런,2008,04,0.0
20171801,극장판 암살교실 : 365일의 시간,92.0,3,12,키시 세이지,후쿠야마 쥰,(주)박수엔터테인먼트,28364,03,0.0
20171381,라이프,103.0,2,3,다니엘 에스피노사,제이크 질렌할,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,459984,04,0.0
20163194,공각기동대 : 고스트 인 더 쉘,106.0,2,11,루퍼트 샌더스,스칼렛 요한슨,롯데쇼핑㈜롯데엔터테인먼트,764072,03,0.0
20171062,투 러버스 앤 베어,94.0,3,1,킴 누옌,데인 드한,(주)팝엔터테인먼트,3364,03,1.0
20179221,리버 로드,102.0,3,1,리루이쥔,탕롱,주식회사 골든럭,1504,03,0.0
20167005,데스노트: 더 뉴 월드,134.0,3,11,사토 신스케,히가시데 마사히로,(주)디스테이션,28723,03,0.0
20151230,원라인,131.0,1,11,양경모,김찬호,(주)넥스트엔터테인먼트월드(NEW),435142,03,0.0
20167364,미스 슬로운,132.0,3,1,존 매든,제시카 차스테인,(주)메인타이틀픽쳐스,48051,03,0.0
20167363,히든 피겨스,126.0,2,1,데오도르 멜피,타라지 P. 헨슨,이십세기폭스코리아(주),449518,03,0.0
20171281,위대한 임무,101.0,2,1,피터 스펜서,존 라이스 데이비스,(재)CBS,7502,03,0.0
20171661,아기돼지 3형제와 매직램프,78.0,3,12,유위,윤아영,(주)팝엔터테인먼트,26670,03,0.0
20168751,"나의 딸, 나의 누나",104.0,3,1,토마스 비더게인,프랑소아 다미앙,판씨네마(주),1729,03,0.0
20170382,개구리왕국 2,84.0,3,12,펭 페이,사문영,예지림엔터테인먼트,14236,03,0.0
20168742,아우토반,98.0,3,2,에란 크리비,니콜라스 홀트,와이드 릴리즈(주),24983,03,0.0
20167635,페기 구겐하임: 아트 애딕트,95.0,2,10,리사 이모르디노 브릴랜드,마리나 아브라모비치,에스디시코리아 주식회사,5659,02,0.0
20178942,스페이스 비트윈 어스,120.0,2,1,피터 첼섬,게리 올드만,(주)키다리이엔티,28085,03,0.0
20160222,블리드 포 디스,116.0,2,1,벤 영거,마일즈 텔러,(주)리틀빅픽쳐스,8655,03,0.0
20164927,토니 에드만,162.0,3,1,마렌 아데,산드라 휠러,그린나래미디어(주),14895,03,1.0
20172401,왕을 참하라,115.0,1,1,김재수,강연정,(주)박수엔터테인먼트,4237,03,1.0
20161287,오버 더 펜스,112.0,3,1,야마시타 노부히로,오다기리 죠,주식회사 씨네룩스,10103,03,0.0
20167905,비정규직 특수요원,117.0,1,5,김덕수,강예원,(주)이수C&E,149719,03,0.0
20165927,문라이트,110.0,2,1,배리 젠킨스,트레반트 로즈,CGV아트하우스,179547,02,0.0
20170761,걸 온 더 트레인,112.0,2,1,테이트 테일러,에밀리 블런트,(주)씨제이이엔엠,29190,03,1.0
20163361,쇼콜라,119.0,3,1,로쉬디 젬,오마 사이,판씨네마(주),3762,03,0.0
20168183,콩: 스컬 아일랜드,118.0,2,2,조던 복트-로버츠,톰 히들스턴,워너브러더스 코리아(주),1689717,03,0.0
20165367,신 고질라,119.0,3,2,안노 히데아키,하세가와 히로키,메가박스중앙(주)플러스엠,7592,03,0.0
20170656,슬립리스: 크리미널 나이트,94.0,2,2,바란 보 오다르,제이미 폭스,(주)미디어로그,18740,03,0.0
20161366,"그래, 가족",106.0,1,5,마대윤,이요원,월트디즈니컴퍼니코리아 유한책임회사,46623,02,0.0
20154342,뚜르: 내 생애 최고의 49일,96.0,1,10,전일우,전일우,(주)리틀빅픽쳐스,27908,02,0.0
20167362,더 큐어,146.0,3,3,고어 버빈스키,데인 드한,이십세기폭스코리아(주),159948,02,1.0
20150971,해빙,117.0,1,3,이수연,조진웅,롯데쇼핑㈜롯데엔터테인먼트,1204623,03,0.0
20152642,아이히만 쇼,96.0,3,1,폴 앤드류 윌리엄스,마틴 프리먼,(주)디스테이션,2240,03,0.0
20179301,극장판 빰바라빤쮸: 바나나 왕국의 비밀,63.0,3,12,벤피 네코,황원,(주)스마일이엔티,10681,02,0.0
20171382,시티 워: 익스트림 킬러,107.0,2,2,크리스찬 세스마,폴 슬로안,노바엔터테인먼트 ,1097,02,1.0
20166468,사일런스,160.0,3,1,마틴 스코세이지,앤드류 가필드,(주)키다리이엔티,95156,02,0.0
20168669,아주 긴 변명,124.0,3,1,니시카와 미와,모토키 마사히로,(주)영화사 진진,8974,02,0.0
20163019,장기왕 : 가락시장 레볼루션,88.0,1,5,정다원,정두원,하준사,1251,02,0.0
20168611,키코리키: 황금모자의 비밀,79.0,3,12,데니스 체르노프,비니 펜나,(주)영화사 빅,35111,01,0.0
20167906,마이펫 오지,89.0,3,12,알베르토 로드리게즈,남도형,롯데쇼핑㈜롯데엔터테인먼트,124318,02,0.0
20166707,재키,99.0,2,1,파블로 라라인,나탈리 포트만,그린나래미디어(주),26909,01,0.0
20161744,트롤,92.0,2,12,마이크 미첼,안나 켄드릭,(주)씨제이이엔엠,675966,02,0.0
20179621,금빛 모자이크 프리티 데이즈,50.0,3,12,다나카 모토키,사토 사토미,(주)퍼스트런,4709,02,0.0
20168462,스노든,134.0,2,3,올리버 스톤,조셉 고든 레빗,(주)리틀빅픽쳐스,40043,02,0.0
20163580,그레이트 월,103.0,3,2,장예모,맷 데이먼,유니버설픽쳐스인터내셔널 코리아(유),501486,02,0.0
20161141,50가지 그림자: 심연,118.0,2,1,제임스 폴리,제이미 도넌,유니버설픽쳐스인터내셔널 코리아(유),189620,02,1.0
20164642,폴링 스노우,93.0,3,7,샤밈 샤리프,레베카 퍼거슨,주식회사 디에스이이디,3065,02,0.0
20179302,언프렌드,90.0,3,3,시몬 베호벤,알리시아 데브넘 캐리,(주)크리픽쳐스,23688,02,0.0
20162873,레고 배트맨 무비,104.0,2,12,크리스 맥케이,윌 아넷,워너브러더스 코리아(주),148760,02,0.0
20167716,트리플 엑스 리턴즈,106.0,2,2,D.J. 카루소,빈 디젤,롯데쇼핑㈜롯데엔터테인먼트,475309,02,0.0
20178881,명탐정 코난: 에피소드 원-작아진 명탐정,95.0,3,12,야마모토 야스이치로,야마구치 캇페이,(주)씨제이이엔엠,128472,02,0.0
20179281,컨택트,116.0,2,1,드니 빌뇌브,에이미 아담스,유니버설픽쳐스인터내셔널 코리아(유),634150,02,0.0
20167159,사랑의 시대,111.0,3,1,토마스 빈터베르그,율리히 톰센,찬란,5003,02,1.0
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,96.0,3,12,타카하시 와타루,박영남,(주)넥스트엔터테인먼트월드(NEW),119197,01,0.0
20168688,레지던트 이블: 파멸의 날,106.0,3,2,폴 W.S. 앤더슨,밀라 요보비치,유니버설픽쳐스인터내셔널 코리아(유),765259,01,1.0
20168154,딥워터 호라이즌,107.0,2,2,피터 버그,마크 월버그,메가박스중앙(주)플러스엠,101303,01,0.0
20157631,다른 길이 있다,89.0,1,1,조창호,김재욱,무브먼트,3116,01,0.0
20168381,얼라이드,123.0,2,3,로버트 저메키스,브래드 피트,롯데쇼핑㈜롯데엔터테인먼트,520448,01,0.0
20164421,어쌔신 크리드,115.0,3,2,저스틴 커젤,마이클 패스벤더,이십세기폭스코리아(주),355913,01,0.0
20167127,너브,96.0,2,3,헨리 유스트,엠마 로버츠,(주)박수엔터테인먼트,29441,01,0.0
20150966,사랑하기 때문에,110.0,1,5,주지홍,차태현,(주)넥스트엔터테인먼트월드(NEW),340936,01,0.0
20161084,패신저스,116.0,2,1,모튼 틸덤,크리스 프랫,유니버설픽쳐스인터내셔널 코리아(유),668977,01,0.0
20165061,사다코 대 카야코,98.0,3,8,시라이시 코지,야마모토 미즈키,유니버설픽쳐스인터내셔널 코리아(유),25680,01,0.0
20178228,다키스트 아워,125.0,3,1,조 라이트,게리 올드만,유니버설픽쳐스인터내셔널 코리아(유),37520,01,0.0
20158358,파란입이 달린 얼굴,110.0,1,1,김수정,장리우,영화배급협동조합 씨네소파,1489,01,0.0
20180290,아쿠아맨,143.0,3,2,제임스 완,제이슨 모모아,워너브러더스 코리아(주),5041187,12,0.0
20172469,허스토리,120.0,1,1,민규동,김희애,(주)넥스트엔터테인먼트월드(NEW),337485,06,0.0
20173734,죄 많은 소녀,113.0,1,1,김의석,전여빈,CGV아트하우스,22042,09,0.0
20181807,극장판 프리! - 테이크 유어 마크 -,100.0,3,12,카와나미 에이사쿠,시마자키 노부나가,(주)디스테이션,23148,04,0.0
20189331,리즈와 파랑새,90.0,3,12,야마다 나오코,타네자키 아츠미,(주)디스테이션,21371,10,0.0
20177005,레슬러,109.0,1,1,김대웅,유해진,롯데쇼핑㈜롯데엔터테인먼트,771141,05,0.0
20160504,"춘천, 춘천",77.0,1,1,장우진,우지현,무브먼트,1531,09,0.0
20186202,신과함께-인과 연,141.0,1,1,김용화,하정우,롯데컬처웍스(주)롯데엔터테인먼트,12278010,08,0.0
20183144,선종 무문관,81.0,1,1,윤용진,우상전,(주)드림팩트엔터테인먼트,3012,12,0.0
20174442,뷰티풀 데이즈,103.0,3,1,윤재호,이나영,(주)콘텐츠판다,7354,11,0.0
20134521,부다페스트 로큰롤,113.0,3,1,게르게이 포뇨,타마시 사보 킴멜,알토미디어(주),1278,12,0.0
20189281,폴란드로 간 아이들,78.0,1,10,추상미,추상미,커넥트픽쳐스(주),51159,10,0.0
20181821,어른도감,91.0,1,5,김인선,엄태구,(주)영화사 진진,7715,08,0.0
20182323,임을 위한 행진곡,104.0,1,1,박기복,김꽃비,(주)알앤오엔터테인먼트,18039,05,0.0
20173202,버닝,147.0,1,3,이창동,유아인,CGV아트하우스,528484,05,1.0
20179205,조선명탐정: 흡혈괴마의 비밀,119.0,1,5,김석윤,김명민,(주)쇼박스,2444136,02,0.0
20184678,배반의 장미,98.0,1,5,박진영,김인권,롯데컬처웍스(주)롯데엔터테인먼트,41054,10,0.0
20178395,12 솔져스,130.0,2,2,니콜라이 퓰시,크리스 헴스워스,(주)제이앤씨미디어그룹,223763,01,0.0
20176848,데드풀 2,117.0,2,2,데이빗 레이치,라이언 레이놀즈,이십세기폭스코리아(주),3784602,05,1.0
20180282,속닥속닥,91.0,1,8,최상훈,소주연,(주)그노스,217444,07,0.0
20179731,나미야 잡화점의 기적,129.0,3,1,히로키 류이치,니시다 토시유키,(주)이수C&E,196807,02,0.0
20189268,루이스,85.0,3,12,크리스토프 라우엔슈타인,캘럼 말로니,(주)스마일이엔티,93082,09,0.0
20178522,콜 미 바이 유어 네임,131.0,2,1,루카 구아다니노,티모시 샬라메,(주)디스테이션,226434,03,1.0
20184842,아이 캔 온리 이매진,110.0,2,1,앤드류 어윈,J. 마이클 핀리,(주)영화사 그램,34983,06,0.0
20185485,보헤미안 랩소디,134.0,2,1,브라이언 싱어,라미 말렉,월트디즈니컴퍼니코리아 유한책임회사,9948386,10,0.0
20184801,유전,127.0,2,8,아리 애스터,토니 콜렛,(주)팝엔터테인먼트,181477,06,0.0
20184845,미드나잇 선,91.0,2,7,스콧 스피어,벨라 손,(주)삼백상회,328116,06,0.0
20185341,마녀,125.0,1,2,박훈정,김다미,워너브러더스 코리아(주),3189091,06,0.0
20175930,피의 연대기,84.0,1,10,김보람,김보람,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),11045,01,0.0
20177341,영주,100.0,1,1,차성덕,김향기,CGV아트하우스,24826,11,0.0
20176121,흥부: 글로 세상을 바꾼 자,105.0,1,1,조근현,정우,롯데쇼핑㈜롯데엔터테인먼트,416303,02,0.0
20153446,너의 결혼식,110.0,1,7,이석근,박보영,메가박스중앙(주)플러스엠,2820969,08,0.0
20182989,커다랗고 커다랗고 커다란 배,77.0,3,12,필립 립스키,윤세웅,예지림엔터테인먼트,95459,05,0.0
20177981,밤치기,84.0,1,7,정가영,정가영,무브먼트,2148,11,0.0
20177538,완벽한 타인,115.0,1,1,이재규,유해진,롯데컬처웍스(주)롯데엔터테인먼트,5294154,10,0.0
20187142,카메라를 멈추면 안 돼!,95.0,3,8,우에다 신이치로,하마츠 타카유키,(주)디오시네마,20913,08,0.0
20171681,박화영,99.0,1,1,이환,김가희,(주)리틀빅픽쳐스,5981,07,1.0
20184101,여중생A,114.0,1,1,이경섭,김환희,롯데컬처웍스(주)롯데엔터테인먼트,98807,06,0.0
20179383,독전,123.0,1,11,이해영,조진웅,(주)넥스트엔터테인먼트월드(NEW),5064323,05,0.0
20184642,어른이 되면,98.0,1,10,장혜영,장혜영,(주)시네마달,6508,12,0.0
20173962,소공녀,106.0,1,7,전고운,이솜,CGV아트하우스,60397,03,0.0
20182065,대관람차,110.0,1,1,이희섭,강두,무브먼트,3602,08,0.0
20170513,동네사람들,99.0,1,2,임진순,마동석,(주)리틀빅픽쳐스,461693,11,0.0
20180804,곤지암,94.0,1,8,정범식,위하준,(주)쇼박스,2676427,03,0.0
20184132,"세라비, 이것이 인생!",115.0,3,5,올리비에르 나카체,질 를르슈,(주)디스테이션,23193,05,0.0
20179229,삼생삼세 십리도화,109.0,3,7,자오 샤오딩,유역비,주식회사 풍경소리,1215,01,0.0
20174244,버블 패밀리,77.0,1,10,마민지,마민지,무브먼트,1854,12,0.0
20188242,타샤 튜더,104.0,3,10,마츠타니 미츠에,타샤 튜더,(주)마노엔터테인먼트,46552,09,0.0
20175547,스윙키즈,133.0,1,1,강형철,도경수,(주)넥스트엔터테인먼트월드(NEW),1474056,12,0.0
20179101,공작,137.0,1,1,윤종빈,황정민,(주)씨제이이엔엠,4975517,08,0.0
20189869,해피 투게더,110.0,1,1,김정환,한진영,플레이리스트(주),27046,11,0.0
20186501,극장판 헬로카봇 : 백악기 시대,84.0,1,12,최신규,이지현,(주)넥스트엔터테인먼트월드(NEW),880776,08,0.0
20170658,PMC: 더 벙커,124.0,1,2,김병우,하정우,(주)씨제이이엔엠,1671548,12,0.0
20179230,도어락,102.0,1,3,이권,공효진,메가박스중앙(주)플러스엠,1561258,12,0.0
20174198,에델과 어니스트,94.0,3,12,로저 메인우드,짐 브로드벤트,(주)영화사 진진,11031,05,0.0
20175215,저니스 엔드,107.0,3,1,사울 딥,샘 클라플린,(주)스톰픽쳐스코리아,4861,11,0.0
20183650,번개맨의 비밀,68.0,1,1,강유선,서홍석,(주)디스테이션,51040,12,0.0
20172602,홈,99.0,1,1,김종우,이효제,(주)리틀빅픽쳐스,8257,05,0.0
20182981,리벤져,101.0,1,2,이승원,브루스 칸,(주)리틀빅픽쳐스,3232,12,0.0
20165562,소녀의 세계,104.0,1,7,안정민,노정의,(주)드림팩트엔터테인먼트,1808,11,0.0
20178161,탐정: 리턴즈,116.0,1,5,이언희,권상우,(주)씨제이이엔엠,3152895,06,0.0
20181318,배드 사마리안,106.0,2,3,딘 데블린,데이비드 테넌트,(주)영화사 빅,10074,10,0.0
20168250,골든슬럼버,108.0,1,11,노동석,강동원,(주)씨제이이엔엠,1387508,02,0.0
20177552,국가부도의 날,114.0,1,1,최국희,김혜수,(주)씨제이이엔엠,3755469,11,0.0
20154908,7년의 밤,123.0,1,3,추창민,류승룡,(주)씨제이이엔엠,528007,03,0.0
20177537,상류사회,119.0,1,1,변혁,신현숙,롯데컬처웍스(주)롯데엔터테인먼트,768442,08,1.0
20184140,크리미널 체이스,94.0,2,2,브라이언 A 밀러,브루스 윌리스,제인앤유,16696,12,0.0
20184464,데드 트리거,91.0,2,2,스콧 윈드하우저,돌프 룬드그렌,제인앤유,19321,12,0.0
20181764,모어 댄 블루,106.0,3,7,임효겸,류이호,오드,27287,12,0.0
20183685,엘리엇과 산타 썰매단,89.0,3,12,제니퍼 웨스트콧,조쉬 허처슨,(주)팝엔터테인먼트,57674,12,0.0
20174008,인어전설,106.0,1,5,오멸,전혜빈,(주)미로스페이스,1282,11,0.0
20183050,번 더 스테이지: 더 무비,82.0,1,10,박준수,김남준,월트디즈니컴퍼니코리아 유한책임회사,315010,11,0.0
20174264,샘,106.0,1,7,황규일,최준영,롯데컬처웍스(주)롯데엔터테인먼트,3188,11,0.0
20183291,화씨 11/9: 트럼프의 시대,128.0,2,10,마이클 무어,도날드 트럼프,(주)누리픽쳐스,4219,11,0.0
20183787,미스터 스마일,93.0,2,1,데이빗 로워리,로버트 레드포드,(주)티캐스트,22417,12,0.0
20183063,박물관이 진짜 살아있다,86.0,3,12,마틴 코틱,장은숙,(주)팝엔터테인먼트,28064,11,0.0
20183505,인 디 아일,125.0,3,1,토마스 스터버,프란츠 로고스키,M&M 인터내셔널,10301,11,0.0
20182967,에스코바르,122.0,3,11,페르난도 레온 데 아라노아,하비에르 바르뎀,(주)영화사 빅,8506,11,0.0
20184053,이차크의 행복한 바이올린,83.0,2,10,앨리슨 쉐르닉,이차크 펄만,(주)영화사 진진,16345,12,0.0
20181910,안개 속 소녀,128.0,3,3,도나토 카리시,토니 세르빌로,(주)마그나,2020,12,0.0
20183845,메리 셸리: 프랑켄슈타인의 탄생,120.0,3,1,하이파 알-만수르,엘르 패닝,(주)팝엔터테인먼트,10487,12,0.0
20182082,부탁 하나만 들어줘,116.0,2,3,폴 페이그,블레이크 라이블리,(주)팝엔터테인먼트,119016,12,1.0
20183073,베일리 어게인,100.0,2,1,라세 할스트롬,조시 게드,(주)홈초이스,94168,11,0.0
20186822,너의 췌장을 먹고 싶어,109.0,3,12,우시지마 신이치로,타카스기 마히로,(주)넥스트엔터테인먼트월드(NEW),53230,11,0.0
20181197,맥퀸,111.0,3,10,이안 보노트,조셉 베넷,(주)엣나인필름,8085,10,0.0
20182386,해피 댄싱,111.0,3,1,리차드 론크레인,이멜다 스턴톤,주식회사 씨네룩스,3384,11,0.0
20177461,너는 여기에 없었다,89.0,2,1,린 램지,호아킨 피닉스,(주)팝엔터테인먼트,14570,10,0.0
20183043,캡틴 샤키,77.0,3,12,허버트 베일란드,김경희,예지림엔터테인먼트,15121,11,0.0
20181323,언더 더 트리,88.0,3,5,하프슈타인 군나르 지그라쏜,에다 비욕빈스도티르,이언픽쳐스,1138,11,1.0
20181669,윌리,89.0,3,12,칼 멘데스,조연우,㈜코리아스크린,22716,10,0.0
20181367,캡틴 스터비,84.0,3,12,리처드 라니,로건 레먼,(주)디스테이션,24788,11,0.0
20181310,필름스타 인 리버풀,105.0,3,1,폴 맥기건,아네트 베닝,그린나래미디어(주),9201,10,0.0
20181803,더 파티,70.0,3,5,샐리 포터,패트리샤 클락슨,(주)라이크콘텐츠,7995,12,0.0
20180929,"사랑, 스무살",101.0,2,7,제이크 골드버거,프레디 하이모어,와이드 릴리즈(주),6367,10,0.0
20182745,초이스,111.0,2,7,로스 캐츠,벤자민 워커,(주)박수엔터테인먼트,2380,11,0.0
20181086,군산: 거위를 노래하다,121.0,1,1,장률,박해일,(주)트리플픽쳐스,15447,11,0.0
20183495,리스펙트,97.0,1,10,심재희,더 콰이엇,커넥트픽쳐스(주),2279,11,0.0
20183390,다영씨,60.0,1,1,고봉수,신민재,㈜인디스토리,1157,12,0.0
20180401,풀잎들,66.0,1,1,홍상수,김민희,(주)콘텐츠판다,7461,10,0.0
20181142,늦여름,93.0,1,7,조성규,임원희,하준사,1032,10,0.0
20183785,점박이 한반도의 공룡2 : 새로운 낙원,93.0,1,12,한상호,박희순,(주)넥스트엔터테인먼트월드(NEW),550147,12,0.0
